"annotation_id","annotator","artist","created_at","id","index","lead_time","lyrics","tag","title","updated_at","x_coordinate","y_coordinate","year"
109,"1","Yizzy","2024-07-27T17:46:09.192000Z",1605,107,20.306,"[Intro: Yizzy]
Yo
Teddy
They thought we was done
Nah
""Deh Suh"" remix
Yizzy, Scrufizzer, Riko Dan, Killa P, Logan
Teddy
Remix

[Chorus: Yizzy]
Me nuh like dem man over deh suh
Dem man better stay over deh suh
Screwface and it’s gonna be pressure
When we step over deh suh
One sec, can you hold my drink?
Me ah pree one gyal over deh suh
We ain’t here to try beef
We’re here to try leave with gyal over deh suh

[Verse 1: Yizzy]
Wasteman, talk wass
Go defend your team and fall back
Tryna ball in the big boy leagues
Now my man’s pissed ‘cause he couldn’t get a call back
You can run your mouth but can’t walk back
Yo, jam your hype, you ain’t all that
Your mumzy never taught you manners? Well
I’m your dad, get slapped if you talk back
[Verse 2: Scrufizzer]
Bruddas in the manor forever tryna be shelly
Showin’ everybody I’m comin’ in for the belly
Bodying the pattern, I’m poppin’ up on the telly
Really bringin' somethin' different and flowin’ forever shelly
Came through with a backpack, not a black MAC
Came up in the bad flats where the cats at
Any grime clash kicked off? Then I backed that
New bars for your head top when I clap back (remix)

[Verse 3: Riko Dan]
When badman step over deh suh
People dead when Riko Dan seh so
Disrespect di farda
And your life, ah must you wan' let go
Dem nuh hard, dem soft like mango
Diss di warlord, me fly down John Crow
Slap off your face, no tango
Tackle your team like Sandro
You know over deh suh ah we run deh suh
Run out di whole of your gang from deh suh
You cyaan go deh suh, we come from deh suh
Any bwoy diss? Him go dead right deh suh
You know over deh suh, we run deh suh
Run out di whole of your gang from deh suh
You cyaan go deh suh, we come from deh suh
Any bwoy diss? Him go dead right deh suh
[Chorus: Yizzy]
Me nuh like dem man over deh suh
Dem man better stay over deh suh
Screwface and it’s gonna be pressure
When we step over deh suh
One sec, can you hold my drink?
Me a pree one gyal over deh suh
We ain’t here to try beef
We’re here to try and leave with gyal over deh suh

[Post-Chorus: Yizzy]
Me ah step pon over deh suh
Me ah flex with over deh suh
A weh di gyaldem? Over deh suh
A me ah ramp with over deh suh
Me ah step pon over deh suh
Me ah flex with over deh suh
A weh di gyaldem? Over deh suh
A me ah ramp with over deh suh

[Verse 4: Killa P]
Me nuh like dem bwoy over deh suh
Dem bwoy deh too badmind
If we tek weh dem wifey
Dem bwoy deh cyaan have mine
Know seh me roll with di star nine
From you diss me, you know seh I'll carbine
Dem body parts, know dat cyaan find
You think seh I joke?
We nuh no cartoon ting like Who Framed Roger
Pussyhole fi suck your mother
Cyaan tell me 'bout back inna di days when you're bad
When you know seh di Killaman badder
Dem know haffi seh di Killaman climbed di ladder
Who? Dem and dem pussyhole brudda
And di other brudda, becuh you went and fold up and now you want another
Like [?] me mek your whole team scatter
[Verse 5: Logan]
Tell dem stay over deh suh
Cyaan come here, dem haffi stay over deh suh
Apply 'nuff pressure, step inna di room
Dem ah go get boil up, 'nuff pressure
Hot-stepper, new gen grime don dada
Soon gonna be a chart-topper
Di boss, so dem ah copy over deh suh
Dem know we set trend over here suh
Over here suh, know we set trend over here suh
Di gyal dem love we over here suh
If you hype up, we ah go tek dem over here suh
We don't play no games over here suh
Like watch me nuh, watch me nuh
Plenty of style that me have, while there's none over deh suh
Know seh me wicked and me wicked
And me wicked and me wicked and me wild over here suh

[Chorus: Yizzy]
Me nuh like dem man over deh suh
Dem man better stay over deh suh
Screwface and it’s gonna be pressure
When we step over deh suh
One sec, can you hold my drink?
Me a pree one gyal over deh suh
We ain’t here to try beef
We’re here to try and leave with gyal over deh suh

[Post-Chorus: Yizzy]
Me ah step pon over deh suh
Me ah flex with over deh suh
A weh di gyaldem? Over deh suh
A me ah ramp with over deh suh
Me ah step pon over deh suh
Me ah flex with over deh suh
A weh di gyaldem? Over deh suh
A me ah ramp with over deh suh","rap","Deh Suh Remix","2024-07-27T17:46:09.192000Z","-0.6","0.7",2019

110,"1","Foxy Brown","2024-07-27T17:50:36.865040Z",1606,108,265.712,"[Chorus]
Fox Boogie Brown is bad as hell
Battle anybody, I don't care if you tell
I excel, they all fail
Suited in Chanel, Fox Brown will rock the bells (C'mon)
Uh, rock bells (Uh), ill
Firm (Firm), c'mon, ride along baby
What up, dada? Yo

[Verse 1]
Me and my Firmbinos ridin' to the death
The mahogany mami and shine like Pledge
Wouldn't suggest you try me, verses like Gianni
What? I hurt it on purpose like Bonnie
From the bottom to the T-O-P we flow
C.O.D., cash on delivery
Foxy, everybody's watch me now
Got these rap cats mad, can't stop me now
See the slanted eyes rise, wanna knock me down
I got one question for y'all (Ha), ""Papi, how?""
We don't player-hate, we regulate in this camp
Y'all do what you can, we do what y'all can't
Amazing like Luther once the beat's looped up
Rock the bi-dells and tore your whole group up
It's ill like Na Na when it feel like drama
Boy, me and the clique roll tight like ganja
See me prima donna, breakin' the nails
Ain't come to gain no fame, we get the cake and we bail
Know you tryna get the picture, but the frame is frail
We gettin' richer, you wish you ran game this well
Rock the bells (Uh)
[Verse 2]
Some players like it and some of them don't
'Cause I make a lot of cash and they girlfriends won't
Fox Boog's bringin' hell, gonna rock the bells
All you other MC's can't do this well, rock the bells

[Refrain]
Rock the bells (Uh)

[Verse 3]
From the true borough, the B-K, too thorough
Down in D.C., touch me, tease me, baby
C'mon, you know the tracks I get dumb on
Can't front on me, playa haters we stunt on
I regulate, done on, down to I'm on
I swung on hits y'all couldn't get run on
Brown, baby, uh, I been chromed out
This ain't nothin' new, pa, been zoned out
And I flows like CK One
Somethin' in they hoes like she fakes none, aight
I'm the quintessential mistress of the instrumental
Y'all could wait to exhale, I'ma vent a little
Set it off like Jada robbin' the bank
I got this money thing covered from the dollar to the franc
The pounds to the pence, it's like hustlin' backwards
Nothin' y'all said made an ounce of sense
My moves be calculated, documented
No matter what you sell, I got you in a minute
Take a look at your charts, watch me climb
Turn it upside down, six digits to nine
Inside out, got reversible rhymes
We could go pop with it or run the block with it
Never before done 'til The Firm did it
If it ain't for the paper, then, nah, we not with it
Got to stay driven so we can stay drivin'
Vroom to my whole crew, gotta pull a diamond
See me lookin' hot in the crop SL
Gettin' richer, you wish you ran game this well
Rock the bells
[Outro]
Uh, is it raw? (Uh)
Uh-huh, to the core, uh
I'ma give it to ya raw, give your more, uh
Uh-huh, like that, yeah, c'mon, rock the bells
Rock the bells
Rock the bells
Rock the bells","rap","Foxys Bells","2024-07-27T17:50:36.865040Z","0.6","0.1",1996

111,"1","Dicecapo","2024-07-27T17:51:04.638609Z",1607,109,24.93,"Chorus:
This is Early grind x2
No sleep in days
Money shining in my mind
Haters out of my sight
Future lookin bright like ahh
Room full of money
Early dough game they ashamed
I swear to god this is early grind
Early grind early grind (ayyyy)
I swear this Money making me blind
This dream is mines
Haters out my way im just trying to shine 
Like ahh x2

Talk foreign black foreign whips , not racist
Young early grind tryna shine this dream mines
No sleep im blind murdering grind
My mind set up made me cross the line
Scene by scene got me in that 360 life
To the top like eiffel and ball like im michael
Or maybe like kd but im shooting the rifle
Roll it up like a secretary
Ambition by any means necessary
My year 2 get fly like a fairy
Marry this game till burn it like trays
Chasing it like niggas want the dairy
I came far on the road 2 get bloody mary, bloody mary
Get em bloody cuz niggas just dare me
Walking on the road barefoot niggas just hate me
Surviving this reality no one can save me
No one holding my hand and telling me 2 take it
Gave it my best so its time 2 flex my pistols baby
Im making my lyrics berzerk on this like shady
Its the day they feeling sorry 4 the pain they gave me
Swear to god my heart just came out that jungle lately
This is reality motherfuckers you can't play it
This the shit niggas kill for you can't even deserve claim it
Same one from yesterday not ashamed or disappointed
Dreamchaser attracted to it like magnets to braces","rap","Early grind","2024-07-27T17:51:04.638609Z","0.8","0.6",2013

112,"1","Nickelus F","2024-07-27T18:01:28.154433Z",1608,110,620.795,"Ayo, this shit is like a blunt on Sunday morning before church
​Put on a beat, play my life in reverse then write a verse
​I was in hell, dyin' of thirst, the ravens were in the trees starin' at me while they perched
​
​But my success was written before my birth
​I excel from the energy I exert
​The world cracked open when I dropped the merch
​Zombies crawlin' out of the ground clawin' the earth

​Went out to Rome, spent a weekend in Greece
​Poured liquor in a glass and rolled weed in a leaf
​Momma cried out to Jesus, ""Lord keep him in peace!""
​They stay marginalizing Yeezus and they sleepin' on me

​I keep it raw with a sexy persona
​I play my role like a professional roller
​To move around, I do golds on the front and root canals on all the rest of my molars, Petie

​I told my Momma that I'mma do my best, I'mma do my best
​Momma I'mma do my best
​They comin' for my head, they comin' for my head
​But momma I'mma do my best, I'mma do my best
​
​Niggas don't know shit about loyalty nowadays
​I try not to blame 'em cos they weren't raised how I was raised
​They was sneak dissin' for years so I ain't phased
​Cos i got the title belt and a head full of tidal waves
​Not to mention the ladies that I done slayed
​Layin' the younger hoes and I'm lyin' about my age
​and niggas hatin', but real recognise...
​well you know the rest of the sayin', we ain't related
​but i will say that my legacy's understated
​and the power of my penmanship can't be debated
​plus money's comin' in nowadays
​I'm elated, the car note was due yesterday and I can pay it
​
​It's the simple things that make me happy
​the girls that call me papi, my babies that call me daddy
​the fans that listen and help me like a taxi
​she got her hair straightened and came and gave me the nappy
​everybody rap but not everybody is savvy
​so i can understand why my success make you aggy
​plus your girl put my cover on that avi
​swingin' the tomohawk, you get scalped by the apache
​man these niggas tried to play me like a race card
​but i got it locked like a bait car
​lil nigga, you way off
​i saw the way they move and then sawed half of the gauge off
​","rap","Sunday","2024-07-27T18:01:28.154433Z","0.7","-0.2",2016

113,"1","SHUG","2024-07-27T18:09:11.810059Z",1609,111,461.193,"Lyrics from Snippet

Go strip and bust it open
Wealthy papa like that slow shit, it get him focused
I get him in his emotions, in his emotions
Say he looking for a top grade bitch that can keep up his long dick
I'm from the bluff, bomb, thick
My bezel beyond lit
I lock it and load shit
My niggas is loaded
Them niggas don't know strength can pull up in home [?]
I'm a freak you best believe it imma fuck up your Visa
Window tinted, Nike sneakers at the new 6 seasons
Took an Uber to Manhattan for my Empire meeting
Imma sneak him like a [?] nigga","rap","Hot Dog","2024-07-27T18:09:11.810059Z","0.4","0.7",2018

114,"1","Classified","2024-07-28T12:13:50.145994Z",1610,112,153.267,"[Chorus] - w/ ad libs
All the things that you thinkin but you don't know
We don't know where we're goin
Thinkin a moment's gone past
Motions movin so slow

[Verse 1 - Classified]
Yeah, she was seventeen years old, life was good
Innocent young girl from a nice neighborhood
Big white house with a small picket fence
Known around school, had a choice pickin friends
You know, cheerleader, real good grades
Never smoked weed when her friends would blaze
So a bigger picture and built the framework
Mature for her age and nobody could change her
Life's unexpected, it shakes you up
So after high school, life will wake you up
She went on to University, all her friends went
Loosened up a bit and started to experiment (yeah)
Grades started slippin when the liquor started tippin
Five months later and the girl started sniffin
Six months later, she wants to drop out
Eight months later, it's over, she walks out
Parents hate it and don't accept failure (nah)
Diss on her daughter, won't write or mail her (yeah)
Lives on the streets now, kicked out her trailer (yeah)
Trick out herself to pay for drug paraphernalia
Life is funny but shit ain't a joke
No one laughs when it happens to someone you know
Happens every single day in the World that we live in (yeah)
It never turns out how you thought it would, did it? (nope)
[Chorus] - w/ ad libs

[Break] - 2X - w/ ad libs
Brought up in insolent conditions
In a position, outside the lines that fit in

[Verse 2 - Classified]
Yeah, he was seven years old and came from nothin (yeah)
Never knew his father and his mother never loved him (nah)
Nothin at his home 'cause he never had a home (nope)
Grew up on the streets, had to learn on his own
Started doin drugs at a early age
Got his first court case at the age of eight
And everybody said he's on a path to destruction
Always would remind him that he'd amount to nothin
In and out of juvenile every other year
But at seventeen starts to get his head clear
He figured out things quicker than most
'Cause he was thrown into life without guidance from his folks
You mature a lot quicker when you have to
Cleaned up his act, did what he had to
Grew tired of the drugs and the tattoos
Didn't follow in his mom's or his dad's shoes
Couldn't let the cycle continue
But he gotta eat and picks his own food from the menu
Twenty-five, now he's got a real job, wife and kids
He built his life from shit (shit ...)
Life is funny but shit ain't a joke
Doesn't matter what we come from, we just don't know
Where our life's gonna go in this World that we live in
It never turns out how you thought it would, did it?
[Chorus] - w/ ad libs

[Classified - talking over Chorus]
Never turns out how you thought it would, did it?

[Break] - w/ ad libs

[Outro - Classified - talking]
All the things that you thinkin but you don't know
We pick our own path and take it","rap","Never Turns Out How You Thought it Would","2024-07-28T12:13:50.145994Z","0.6","-0.4",2006
